meas,index,voice,loc,tick,sec,dur,rval,dots,sci_pitch,dmark,dlevel,status,d0,d1,bar,section,bpm,grace,damp_down_fl,soft_down_fl,sost_down_fl,even,dyn,tempo,cost,has_stats_fl,even_min,even_max,even_mean,even_std,dyn_min,dyn_max,dyn_mean,dyn_std,tempo_min,tempo_max,tempo_mean,tempo_std,cost_min,cost_max,cost_mean,cost_std
,1,,,0,0.000000,,,,,,,176,64,16,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,2,,,0,0.000000,,,,,,,176,67,34,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,3,,,0,0.002604,,,,,,,176,64,15,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,4,,,0,0.002604,,,,,,,176,67,33,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,5,,,0,0.020832,,,,,,,176,64,16,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,6,,,0,0.020832,,,,,,,176,67,34,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,7,,,0,0.031248,,,,,,,176,64,15,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,8,,,0,0.031248,,,,,,,176,67,33,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,9,,,0,0.041664,,,,,,,176,64,16,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,10,,,0,0.052080,,,,,,,176,64,15,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,11,,,0,0.052080,,,,,,,176,67,34,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,12,,,0,0.059892,,,,,,,176,67,33,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,13,,,0,0.070308,,,,,,,176,67,34,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,14,,,0,0.080724,,,,,,,176,67,33,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,15,,,0,0.101556,,,,,,,176,64,16,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,16,,,0,0.111972,,,,,,,176,64,15,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,17,,,0,0.132804,,,,,,,176,64,16,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,18,,,0,0.143220,,,,,,,176,64,15,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,19,,,0,0.161448,,,,,,,176,64,16,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,20,,,0,0.179676,,,,,,,176,64,15,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,21,,,0,0.242172,,,,,,,176,64,16,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,22,,,0,0.249984,,,,,,,176,64,15,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,23,,,0,0.260400,,,,,,,176,64,16,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,24,,,0,0.270816,,,,,,,176,64,15,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,25,,,0,0.312480,,,,,,,176,67,34,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,26,,,0,0.320292,,,,,,,176,64,16,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,27,,,0,0.322896,,,,,,,176,67,33,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,28,,,0,0.330708,,,,,,,176,64,15,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,29,,,0,0.330708,,,,,,,176,67,34,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,30,,,0,0.341124,,,,,,,176,67,33,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,31,,,0,0.369768,,,,,,,176,67,34,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,32,,,0,0.380184,,,,,,,176,67,33,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,33,,,0,0.390600,,,,,,,176,64,16,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,34,,,0,0.393204,,,,,,,176,67,34,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,35,,,0,0.401016,,,,,,,176,67,33,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,36,,,0,0.414036,,,,,,,176,64,15,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,37,,,0,0.440076,,,,,,,176,64,16,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,38,,,0,0.442680,,,,,,,176,67,34,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,39,,,0,0.450492,,,,,,,176,64,15,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,40,,,0,0.450492,,,,,,,176,67,33,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,41,,,0,0.460908,,,,,,,176,64,16,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,42,,,0,0.471324,,,,,,,176,64,15,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,43,,,0,0.471324,,,,,,,176,67,34,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,44,,,0,0.481740,,,,,,,176,64,16,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,45,,,0,0.481740,,,,,,,176,67,33,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,46,,,0,0.499968,,,,,,,176,64,15,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,47,,,0,0.510384,,,,,,,176,67,34,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,48,,,0,0.531216,,,,,,,176,67,33,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,49,,,0,0.541632,,,,,,,176,64,16,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,50,,,0,0.552048,,,,,,,176,64,15,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,51,,,0,0.559860,,,,,,,176,64,16,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,52,,,0,0.580692,,,,,,,176,64,15,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,53,,,0,0.591108,,,,,,,176,67,34,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,54,,,0,0.601524,,,,,,,176,67,33,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,55,,,0,0.611940,,,,,,,176,67,34,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,56,,,0,0.619752,,,,,,,176,67,33,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,57,,,0,0.651000,,,,,,,176,67,34,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,58,,,0,0.671832,,,,,,,176,67,33,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,59,,,0,0.679644,,,,,,,176,64,16,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
